,字节跳动,数据产品经理,北京,2-3.5万/月,09-03
3636,河南金宝宝家政服务有限公司,数据分析师,郑州-金水区,3-6千/月,09-03
3637,杭州意达企业管理咨询有限公司,数据分析师,杭州-拱墅区,5-7千/月,09-03
3638,成都夏尔天逸科技有限公司,数据分析师,成都,4-5千/月,09-03
3639,广州市天仁药业有限公司,数据分析师,广州,3-5千/月,09-03
3640,上海觅客信息科技有限公司,数据分析师,常州-天宁区,4.5-6千/月,09-03
3641,深圳市中洲投资控股股份有限公司,数据分析师,成都-高新区,0.7-1万/月,09-03
3642,北京恒康天诚贸易有限公司,数据分析师,北京-通州区,6-8千/月,09-03
3643,移动设计院河南分公司,数据分析师,郑州,,09-03
3644,辽宁鑫泽人力资源服务有限公司,数据分析师,辽阳,6-8千/月,09-03
3645,光博士美业集团,数据分析师,上海-黄浦区,1.5-2万/月,09-03
3646,苏州璨宇光学有限公司,数据分析师,苏州-工业园区,6-8千/月,09-03
3647,塔米公司,数据分析师,北京-海淀区,1.5-2万/月,09-03
3648,广州老羊网络科技有限公司,数据分析师,广州-白云区,4-6千/月,09-03
3649,上海信水实业有限公司,数据分析师,上海-徐汇区,0.8-1万/月,09-03
3650,四川省特美居网络技术有限公司,数据分析师,成都-新都区,5-6千/月,09-03
3651,移动设计院湖南分公司,数据分析师,长沙,,09-03
3652,长沙正峥奇日用品贸易有限公司,数据分析师,长沙-雨花区,3-5千/月,09-03
3653,利星行（池州）汽车有限公司,数据分析师,池州,6-6.5千/月,09-03
3654,高安明珠房地产开发有限公司,数据分析师,异地招聘,0.8-1万/月,09-03
3655,深圳智汇创想科技有限责任公司,数据分析师,深圳-龙岗区,0.5-1.5万/月,09-03
3656,深圳市酷鱼互动科技有限公司,数据分析师,深圳-龙岗区,0.5-1万/月,09-03
3657,开封福润肉类食品有限公司,数据分析师,开封,3-4.5千/月,09-03
3658,新疆岩煌智能通信技术工程有限公司...,数据分析师,乌鲁木齐,4.5-6千/月,09-03
3659,杭州尔提科技有限公司,数据分析师,杭州-余杭区,4-5千/月,09-03
3660,宁波慕尚末都品牌管理有限公司,数据分析师,宁波,7-9万/年,09-03
3661,长沙正荣商业管理有限公司,数据分析师,异地招聘,4.5-6千/月,09-03
3662,上海汇中保险经纪有限责任公司,数据分析师,上海-浦东新区,5-8千/月,09-03
3663,石家庄旺贝特服饰有限公司,数据分析师,石家庄,4-8千/月,09-03
3664,上海时代光华教育发展有限公司,数据分析师,上海-黄浦区,0.8-1万/月,09-03
3665,苏州璨鸿光电有限公司,数据分析师,苏州-工业园区,6-8千/月,09-03
3666,宁波韵升股份有限公司,数据分析师,宁波,0.8-1万/月,09-03
3667,广州图家智能家居有限公司,数据分析师,广州-南沙区,5-6千/月,09-03
3668,重庆佳帆房地产营销策划有限公司,数据分析师,重庆-渝北区,1.5-3万/月,09-03
3669,鹏达精密包装材料（上海）有限公司...,数据分析师,上海,1-1.5万/月,09-03
3670,深圳合众财富金融投资管理有限公司...,数据分析师,广州,0.8-1.2万/月,09-03
3671,深圳市合一新能源有限公司,数据分析师,深圳-龙华新区,4-6千/月,09-03
3672,佛山市城市安全研究中心有限公司,数据分析师,佛山,0.6-1.5万/月,09-03
3673,惠州市景阳科技有限公司,数据分析师,惠州,6-8千/月,09-03
3674,容川博电子（深圳）有限公司,数据分析师,深圳-宝安区,4-5千/月,09-03
3675,全球加盟网,数据分析师,泰州,4-7千/月,09-03
3676,北京中体网科技发展有限公司,数据分析师,北京-东城区,5-7千/月,09-03
3677,广州中金新能源科技有限公司,数据分析师,广州-番禺区,6-8千/月,09-03
3678,绍兴宝晨汽车销售服务有限公司,数据分析师,绍兴,4.5-6千/月,09-03
3679,环球教育宁波学校,数据分析师,宁波-海曙区,0.8-1.6万/月,09-03
3680,河南布莱娜发制品有限公司,数据分析师,郑州,3-8千/月,09-03
3681,重庆猪八戒网络有限公司,数据分析师,天津-红桥区,0.6-1.2万/月,09-03
3682,慧捷（上海）科技股份有限公司,数据分析师,上海-徐汇区,6-8千/月,09-03
3683,深圳市云房网络科技有限公司,数据分析师,深圳-南山区,0.8-1.5万/月,09-03
3684,武汉未烽机械制造有限公司,数据分析师,武汉,0.8-1万/月,09-03
3685,广东道一信息技术股份有限公司,数据分析师,泉州,0.7-1.2万/月,09-03
3686,德邦快递,数据分析师,珠海-香洲区,3-4.5千/月,09-03
3687,天行达阵体育发展有限公司,数据分析师,佛山-顺德区,0.8-1万/月,09-03
3688,广州赛泽科技有限公司,数据分析师,上海-浦东新区,4-8千/月,09-03
3689,杭州屹博教育咨询有限公司,数据分析师,杭州-滨江区,0.6-1万/月,09-03
3690,郑州恒太商业管理有限公司,数据分析师,郑州-金水区,0.8-1万/月,09-03
3691,深圳奥园置业有限公司,数据分析师,深圳-福田区,1.5-2.5万/月,09-03
3692,武汉虫师科技有限公司,数据分析师,武汉-洪山区,0.8-1万/月,09-03
3693,陕西乐华恒业投资（集团）股份有限...,数据分析师,西安,6-8千/月,09-03
3694,中数通信息有限公司,数据分析师,广州-天河区,1-2.5万/月,09-03
3695,湖南新环境房地产经纪连锁有限公司...,数据分析师,长沙-雨花区,5-9千/月,09-03
3696,广西瑞迅供应链管理有限公司,数据分析师,南宁,5-6千/月,09-03
3697,银谷玫瑰科技有限公司,数据分析师,德阳,0.6-1万/月,09-03
3698,广州飞人网络科技有限公司,数据分析师,广州-越秀区,6-8千/月,09-03
3699,博奥赛斯（天津）生物科技有限公司...,数据分析师,异地招聘,4-6千/月,09-03
3700,上海禾泊秀化妆品有限公司,数据分析师,广州-白云区,5-8千/月,09-03
3701,广州流行美时尚商业股份有限公司,数据分析师,广州-黄埔区,5.5-7千/月,09-03
3702,江苏攸同文化发展有限公司,数据分析师,南京-栖霞区,0.6-1万/月,09-03
3703,深圳银澎云计算有限公司,数据分析师,西安,3.5-5千/月,09-03
3704,深圳大象电子商务有限公司,数据分析师,深圳-福田区,0.8-1万/月,09-03
3705,深圳市百优智汇信息技术有限公司,数据分析师,深圳-宝安区,0.8-1万/月,09-03
3706,广州市网威信息技术有限公司,数据分析师,广州-天河区,0.6-1万/月,09-03
3707,索引留学,数据分析师,南京-鼓楼区,1.2-2万/月,09-03
3708,广州松信服饰有限公司,数据分析师,广州-白云区,3-4.5千/月,09-03
3709,德阳华星万路汽车销售服务有限公司...,数据分析师,德阳,0.7-2万/月,09-03
3710,我家的地（武汉）农业科技有限公司...,数据分析师,武汉-江岸区,3-4.5千/月,09-03
3711,深圳市保洁恒环境产业股份有限公司...,数据分析师,深圳-福田区,5-8千/月,09-03
3712,嘉宝莉化工集团股份有限公司,数据分析师,江门,10-15万/年,09-03
3713,沃特股份（股票代码 002886）,数据分析师,深圳-南山区,5-7千/月,09-03
3714,广州波谱展示设计有限公司,数据分析师,广州-黄埔区,4.5-6千/月,09-03
3715,创宇物流（广州）有限公司,数据分析师,广州-白云区,6-8千/月,09-03
3716,货叭叭科技（深圳）有限公司,数据分析师,深圳-宝安区,0.4-1.3万/月,09-03
3717,中原(广州)投资咨询有限公司,数据分析师,广州-天河区,0.8-1万/月,09-03
3718,广东昱升个人护理用品股份有限公司...,数据分析师,佛山,0.8-1.2万/月,09-03
3719,东莞东美丰田汽车销售服务有限公司...,数据分析师,东莞-塘厦镇,4.5-6千/月,09-03
3720,广州胜狮教育科技有限公司,数据分析师,广州-越秀区,1.5-2万/月,09-03
3721,济南艾康眼镜有限公司,数据分析师,济南-天桥区,3-4.5千/月,09-03
3722,东莞市好博电子有限公司,数据分析师,东莞-长安镇,6-8千/月,09-03
3723,深圳市太微网络有限公司,数据分析师,深圳,1.2-2万/月,09-03
3724,上海再寅餐饮管理有限公司,数据分析师,上海-静安区,0.8-1万/月,09-03
3725,茂名市茂南区铂厨家居装饰定制中心...,数据分析师,茂名,4.5-6千/月,09-03
3726,湖南省和诚建筑劳务有限公司,数据分析师,广州-黄埔区,3-4.5千/月,09-03
3727,“前程无忧”51job.com（南京）,数据分析师,南京-建邺区,5-6万/年,09-03
3728,南昌华骏汽车配件有限公司,数据分析师,南昌-南昌县,3-4.5千/月,09-03
3729,宁波福茂通讯科技有限公司,数据分析师,宁波-海曙区,3.5-4.5千/月,09-03
3730,四川孩子王儿童用品有限公司,数据分析师,成都-成华区,3-4千/月,09-03
3731,周大福珠宝金行（深圳）有限公司,数据分析师,深圳-盐田区,1-1.5万/月,09-03
3732,中国出口信用保险公司宁波分公司,数据分析师,宁波-鄞州区,100元/天,09-03
3733,江苏英维特教育科技有限公司,数据分析师,南京,4-6千/月,09-03
3734,上海网达软件股份有限公司,数据分析师,广州-越秀区,6-8千/月,09-03
3735,北京钢研新材科技有限公司,数据分析师,北京,0.5-1万/月,09-03
3736,江苏省建筑工程集团有限公司,数据分析师,南京,,09-03
3737,苏州伟伦运动休闲用品有限公司上海...,数据分析师,上海-普陀区,1.8-2.5万/月,09-03
3738,阔地教育科技有限公司,数据分析师,苏州,1-1.5万/月,09-03
3739,杭州言语形文化艺术发展有限公司,数据分析师,杭州-拱墅区,1.5-2万/月,09-03
3740,铠博（上海）贸易有限公司,数据分析师,上海,5-6.5千/月,09-03
3741,河南灵方生物技术有限公司,数据分析师,郑州-郑东新区,3-5千/月,09-03
3742,山东久安智能工程有限公司,数据分析师,济南-高新区,0.4-1万/月,09-03
3743,深圳思萨科技股份有限公司,数据分析师,深圳,4-7千/月,09-03
3744,广州大尧贸易有限公司,数据分析师,广州,0.5-1万/月,09-03
3745,佛山贝壳房地产经纪有限公司,数据分析师,佛山-南海区,0.6-1.2万/月,09-03
3746,福州福营塑胶制品有限公司,数据分析师,福州-仓山区,3-4.5千/月,09-03
3747,深圳市凌云胜达科技有限公司,数据分析师,深圳-龙岗区,6-8千/月,09-03
3748,陕西贝壳闹海房地产经纪有限公司,数据分析师,西安-灞桥区,0.8-1万/月,09-03
3749,上海力谱宿云信息科技有限公司,数据分析师,上海-徐汇区,1.5-2万/月,09-03
3750,上海浦济教育培训有限公司,数据分析师,上海,1.5-2万/月,09-03
3751,杭州朗兰达照明器材有限公司,数据分析师,杭州-下城区,0.8-1.5万/月,09-03
3752,成都凯维拉医疗科技有限公司,数据分析师,成都-金牛区,6-8万/年,09-03
3753,深圳市季霈环保科技有限公司,数据分析师,东莞,4.5-8千/月,09-03
3754,上海耕企至源工贸有限公司,数据分析师,上海-杨浦区,10-15万/年,09-03
3755,无锡时和安全设备有限公司,数据分析师,无锡-梁溪区,3-4.5千/月,09-03
3756,深圳聚顶科技有限公司,数据分析师,深圳,0.8-1.5万/月,09-03
3757,上海徽宇电子科技有限公司,数据分析师,上海-闵行区,0.8-1万/月,09-03
3758,深圳前海吉道物流网络科技有限公司...,数据分析师,深圳-南山区,0.7-1万/月,09-03
3759,深圳麦娇奴服饰有限公司,数据分析师,深圳-福田区,1.2-1.8万/月,09-03
3760,武汉深度装饰设计工程有限公司十堰...,数据分析师,十堰,3-6千/月,09-03
3761,广州市圣益企业管理服务有限公司,数据分析师,广州-白云区,0.8-2万/月,09-03
3762,沈阳铂源文化传播有限责任公司,数据分析师,沈阳,0.8-1万/月,09-03
3763,长安基金管理有限公司,数据分析师,上海-浦东新区,0.6-1万/月,09-03
3764,上海云灏贸易有限公司,数据分析师,上海-松江区,4.5-6千/月,09-03
3765,深圳拓网科技有限公司,数据分析师,深圳-龙岗区,0.8-4万/月,09-03
3766,微觉视检测技术（苏州）有限公司,数据分析师,上海,0.8-1万/月,09-03
3767,合肥泰禾光电科技股份有限公司,数据分析师,合肥,4.5-6千/月,09-03
3768,北京华誉维诚技术服务有限公司,数据分析师,青岛-李沧区,3-4千/月,09-03
3769,深圳市胜源泉企业管理咨询有限公司...,数据分析师,广州-天河区,0.8-1万/月,09-03
3770,威刚电子（上海）贸易有限公司,数据分析师,上海-闵行区,0.7-1万/月,09-03
3771,广州立肆网络科技有限公司,数据分析师,广州-天河区,0.5-1万/月,09-03
3772,广州慧彩生物科技有限公司,数据分析师,广州-天河区,4-6千/月,09-03
3773,广州市嘉华花都置业有限公司,数据分析师,江门,1-1.5万/月,09-03
3774,江苏锦诚检测科技有限公司,数据分析师,苏州-姑苏区,6-8千/月,09-03
3775,上海迈乔电子商务有限公司,数据分析师,上海-奉贤区,0.6-2万/月,09-03
3776,西蒙电气（中国）有限公司,数据分析师,上海-闵行区,1-1.5万/月,09-03
3777,重庆康盛监理咨询有限公司,数据分析师,异地招聘,4-6.5千/月,09-03
3778,蓝众智能信息,数据分析师,上海-宝山区,4-6千/月,09-03
3779,山西中科华仪科技有限公司,数据分析师,太原,3-4.5千/月,09-03
3780,广东紫晶信息存储技术股份有限公司...,数据分析师,广州-番禺区,0.7-1.2万/月,09-03
3781,广州谷丰健康产业投资有限公司,数据分析师,深圳-龙华新区,5-6千/月,09-03
3782,新城悦物业服务股份有限公司济南分...,数据分析师,济南-历城区,1-1.5万/月,09-03
3783,慧鱼（太仓）建筑锚栓有限公司,数据分析师,上海-杨浦区,10-15万/年,09-03
3784,广州优资网络科技有限公司,数据分析师,广州-白云区,0.8-1.5万/月,09-03
3785,广州名森医药咨询服务有限公司,数据分析师,广州-天河区,4.5-8千/月,09-03
3786,深圳市领高供应链管理有限公司,数据分析师,深圳-罗湖区,4-8千/月,09-03
3787,雅安百图高新材料股份有限公司,数据分析师,雅安,3.5-5千/月,09-03
3788,云南金昭源旅游开发有限公司,数据分析师,昆明-盘龙区,4-5千/月,09-03
3789,善能生态集团有限公司,数据分析师,上海-浦东新区,1-1.2万/月,09-03
3790,上海佳图信息科技有限公司,数据分析师,上海-杨浦区,0.6-1.2万/月,09-03
3791,成都市康成电子有限责任公司,数据分析师,成都,0.8-1万/月,09-03
3792,广州市劲鳄贸易有限公司,数据分析师,广州-白云区,6-8千/月,09-03
3793,成都旺旺食品有限公司贵阳分公司,数据分析师,贵阳,3-3.5千/月,09-03
3794,深圳市驰翰电声科技有限公司,数据分析师,深圳-龙华新区,0.4-1.2万/月,09-03
3795,上海复全网络技术有限公司,数据分析师,上海-杨浦区,0.8-1万/月,09-03
3796,广州初梦网络科技有限公司,数据分析师,广州-天河区,3-6千/月,09-03
3797,中国平安人寿保险股份有限公司天河...,数据分析师,广州-天河区,10-15万/年,09-03
3798,南京善护念服饰文化有限公司,数据分析师,南京-江宁区,3.5-4.5千/月,09-03
3799,上海林蔷实业有限公司,数据分析师,上海,6-8千/月,09-03
